word,sentiment,weight,freq_corpus
delegatable,Ambiguous,0.5,0
delineation,Ambiguous,0.5,0
demand,Ambiguous,1.516,21
demanded,Ambiguous,0.861,2
demanding,Ambiguous,0.728,1
demands,Ambiguous,0.955,3
demonstrative,Ambiguous,0.5,0
depart,Ambiguous,0.5,0
departed,Ambiguous,0.5,0
departure,Ambiguous,0.728,1
depose,Ambiguous,0.5,0
deposed,Ambiguous,0.5,0
deposes,Ambiguous,0.5,0
deposing,Ambiguous,0.5,0
deposition,Ambiguous,0.5,0
depositional,Ambiguous,0.5,0
depositions,Ambiguous,0.5,0
derivatively,Ambiguous,0.5,0
derogate,Ambiguous,0.5,0
derogated,Ambiguous,0.5,0
derogates,Ambiguous,0.5,0
derogating,Ambiguous,0.5,0
designator,Ambiguous,0.5,0
destination,Ambiguous,0.5,0
develop,Positive,0.861,2
developed,Ambiguous,1.089,5
developing,Positive,1.029,4
devisees,Ambiguous,0.5,0
differing,Ambiguous,0.5,0
differs,Ambiguous,0.5,0
digital,Ambiguous,1.222,8
directive,Ambiguous,0.5,0
directives,Ambiguous,0.5,0
disconnect,Ambiguous,0.5,0
disconnected,Ambiguous,0.5,0
dispose,Ambiguous,0.5,0
disposed,Ambiguous,0.5,0
dispositive,Ambiguous,0.5,0
dispossession,Ambiguous,0.5,0
dispossessory,Ambiguous,0.5,0
distraint,Ambiguous,0.5,0
distributee,Ambiguous,0.5,0
distributees,Ambiguous,0.5,0
diverse,Ambiguous,0.728,1
dna,Ambiguous,0.5,0
docket,Ambiguous,0.5,0
docketed,Ambiguous,0.5,0
docketing,Ambiguous,0.5,0
dockets,Ambiguous,0.5,0
dogged,Ambiguous,0.5,0
doggedly,Ambiguous,0.5,0
donees,Ambiguous,0.5,0
duly,Ambiguous,0.728,1
duration,Ambiguous,0.5,0
ejectment,Ambiguous,0.5,0
emerge,Ambiguous,0.861,2
emergence,Ambiguous,0.5,0
emerging,Ambiguous,1.139,6
encounter,Ambiguous,0.5,0
endorsee,Ambiguous,0.5,0
enforceability,Ambiguous,0.5,0
enforceable,Ambiguous,0.728,1
enforceably,Ambiguous,0.5,0
entail,Ambiguous,0.5,0
entailed,Ambiguous,0.5,0
entailing,Ambiguous,0.5,0
entails,Ambiguous,0.5,0
episode,Ambiguous,0.955,3
equivalent,Ambiguous,0.861,2
era,Ambiguous,0.728,1
erotic,Ambiguous,0.5,0
escheat,Ambiguous,0.5,0
escheated,Ambiguous,0.5,0
escheatment,Ambiguous,0.5,0
estoppel,Ambiguous,0.5,0
EU,Ambiguous,1.5,20
events,Negative,1.39,14
eventual,Ambiguous,0.5,0
eventuality,Ambiguous,0.5,0
eventually,Ambiguous,1.089,5
evidence,Negative,1.639,31
evidential,Ambiguous,0.5,0
evidentiary,Ambiguous,0.5,0
evolution,Ambiguous,0.5,0
evolve,Ambiguous,0.728,1
examination,Ambiguous,0.5,0
exigent,Ambiguous,0.5,0
exit,Ambiguous,0.5,0
exonerate,Ambiguous,0.5,0
exonerated,Ambiguous,0.5,0
exonerates,Ambiguous,0.5,0
exonerating,Ambiguous,0.5,0
exoneration,Ambiguous,0.5,0
exonerations,Ambiguous,0.5,0
fabrication,Ambiguous,0.5,0
facie,Ambiguous,0.5,0
facto,Ambiguous,0.861,2
federal,Ambiguous,0.5,0
feel,Negative,2.041,108
feeling,Ambiguous,1.583,26
feelings,Ambiguous,0.5,0
feels,Ambiguous,1.257,9
felt,Ambiguous,1.39,14
fervor,Ambiguous,0.5,0
fide,Ambiguous,0.5,0
finally,Positive,1.222,8
fine,Ambiguous,1.57,25
fixed,Ambiguous,0.5,0
flexible,Ambiguous,0.5,0
fly,Ambiguous,0.955,3
flying,Ambiguous,0.955,3
formidable,Ambiguous,0.5,0
forthwith,Ambiguous,0.5,0
forwhich,Ambiguous,0.5,0
furtherance,Ambiguous,0.5,0
furthermore,Ambiguous,0.5,0
gates,Ambiguous,0.955,3
germane,Ambiguous,0.5,0
give,Ambiguous,1.779,48
given,Ambiguous,1.765,46
gives,Ambiguous,1.343,12
giving,Ambiguous,1.45,17
glorify,Ambiguous,0.5,0
gone,Ambiguous,1.583,26
grab,Ambiguous,0.955,3
gradual,Ambiguous,0.5,0
grantor,Ambiguous,0.5,0
grantors,Ambiguous,0.5,0
grasp,Ambiguous,0.728,1
gravitate,Ambiguous,0.5,0
gulp,Ambiguous,0.5,0
gumption,Ambiguous,0.5,0
gush,Ambiguous,0.5,0
habitual,Ambiguous,0.5,0
hail,Ambiguous,0.5,0
hand,Ambiguous,1.316,11
happen,Ambiguous,1.53,22
happened,Ambiguous,1.484,19
happening,Ambiguous,1.39,14
happens,Ambiguous,1.257,9
headline,Ambiguous,0.861,2
headlines,Ambiguous,1.139,6
henceforth,Ambiguous,0.5,0
henceforward,Ambiguous,0.5,0
hereafter,Ambiguous,0.5,0
hereby,Ambiguous,0.5,0
hereditaments,Ambiguous,0.5,0
herefor,Ambiguous,0.5,0
herefore,Ambiguous,0.5,0
herefrom,Ambiguous,0.5,0
herein,Ambiguous,0.5,0
hereinabove,Ambiguous,0.5,0
hereinafter,Ambiguous,0.5,0
hereinbefore,Ambiguous,0.5,0
hereinbelow,Ambiguous,0.5,0
hereof,Ambiguous,0.5,0
hereon,Ambiguous,0.5,0
hereto,Ambiguous,0.5,0
heretofore,Ambiguous,0.5,0
hereunder,Ambiguous,0.5,0
hereunto,Ambiguous,0.5,0
hereupon,Ambiguous,0.5,0
herewith,Ambiguous,0.728,1
herewithin,Ambiguous,0.5,0
hermaphrodite,Ambiguous,0.5,0
high,Ambiguous,1.695,37
higher,Ambiguous,1.411,15
highest,Ambiguous,1.222,8
hilarious,Ambiguous,0.955,3
holiness,Ambiguous,0.5,0
homosexuality,Ambiguous,0.5,0
honeymoon,Ambiguous,0.5,0
hospital,Ambiguous,1.956,83
howsoever,Ambiguous,0.5,0
hut,Ambiguous,0.5,0
hydroxychloroquine,Ambiguous,0.5,0
hypothesis,Ambiguous,0.5,0
immateriality,Ambiguous,0.5,0
immediately,Ambiguous,1.316,11
immerse,Ambiguous,0.5,0
imperative,Ambiguous,0.5,0
impleaded,Ambiguous,0.5,0
importance,Ambiguous,0.728,1
important,Ambiguous,1.5,20
importantly,Ambiguous,0.5,0
inasmuch,Ambiguous,0.5,0
incarcerate,Ambiguous,0.5,0
inchoate,Ambiguous,0.5,0
income,Ambiguous,0.728,1
incontestability,Ambiguous,0.5,0
incontestable,Ambiguous,0.5,0
increase,Negative,1.411,15
increased,Ambiguous,1.257,9
increases,Ambiguous,0.955,3
increasing,Ambiguous,0.955,3
increasingly,Ambiguous,0.861,2
incredible,Ambiguous,1.029,4
incredibly,Ambiguous,0.955,3
indomitable,Ambiguous,0.5,0
inforce,Ambiguous,0.5,0
insofar,Ambiguous,0.5,0
interior,Ambiguous,0.5,0
interpleader,Ambiguous,0.5,0
interpose,Ambiguous,0.5,0
interposed,Ambiguous,0.5,0
interposes,Ambiguous,0.5,0
interposing,Ambiguous,0.5,0
interposition,Ambiguous,0.5,0
interpositions,Ambiguous,0.5,0
interrogates,Ambiguous,0.5,0
interrogating,Ambiguous,0.5,0
interrogation,Ambiguous,0.5,0
interrogations,Ambiguous,0.5,0
interrogator,Ambiguous,0.5,0
interrogatories,Ambiguous,0.5,0
interrogators,Ambiguous,0.5,0
interrogatory,Ambiguous,0.5,0
intestacy,Ambiguous,0.5,0
involving,Ambiguous,0.861,2
ivermectin,Ambiguous,1.089,5
jam,Ambiguous,0.728,1
janssen,Ambiguous,0.5,0
juries,Ambiguous,0.5,0
juris,Ambiguous,0.5,0
jurisdiction,Ambiguous,0.5,0
jurisdictional,Ambiguous,0.5,0
jurisdictionally,Ambiguous,0.5,0
jurisdictions,Ambiguous,0.5,0
jurisprudence,Ambiguous,0.5,0
jurist,Ambiguous,0.5,0
jurists,Ambiguous,0.5,0
juror,Ambiguous,0.5,0
jurors,Ambiguous,0.5,0
jury,Ambiguous,0.5,0
juryman,Ambiguous,0.5,0
lab,Ambiguous,0.861,2
laboratory,Ambiguous,0.5,0
labos,Ambiguous,0.5,0
labs,Ambiguous,0.5,0
laughing,Ambiguous,1.431,16
lawful,Ambiguous,0.728,1
lawfully,Ambiguous,0.5,0
lawfulness,Ambiguous,0.5,0
lawmakers,Ambiguous,0.5,0
lawmaking,Ambiguous,0.5,0
lawsuit,Ambiguous,0.5,0
lawsuits,Ambiguous,0.5,0
lawyer,Ambiguous,0.5,0
lawyers,Ambiguous,0.5,0
legatee,Ambiguous,0.5,0
legatees,Ambiguous,0.5,0
legislate,Ambiguous,0.5,0
legislated,Ambiguous,0.5,0
legislates,Ambiguous,0.5,0
legislating,Ambiguous,0.5,0
legislation,Ambiguous,1.089,5
legislations,Ambiguous,0.5,0
legislative,Ambiguous,0.5,0
legislatively,Ambiguous,0.5,0
legislator,Ambiguous,0.5,0
legislators,Ambiguous,0.5,0
legislature,Ambiguous,0.5,0
legislatures,Ambiguous,0.5,0
licensable,Ambiguous,0.5,0
lienholders,Ambiguous,0.5,0
linger,Ambiguous,0.5,0
link,Ambiguous,1.45,17
linked,Ambiguous,0.861,2
links,Ambiguous,1.089,5
liquor,Ambiguous,0.5,0
localize,Ambiguous,0.5,0
long,Ambiguous,0.5,0
majeure,Ambiguous,0.5,0
max,Ambiguous,0.861,2
maximum,Ambiguous,0.728,1
may,Ambiguous,0.5,0
maybe,Ambiguous,0.5,0
mean,Ambiguous,1.804,52
means,Ambiguous,1.686,36
media,Negative,1.758,45
medias,Ambiguous,0.5,0
mediate,Ambiguous,0.5,0
mediated,Ambiguous,0.728,1
mediates,Ambiguous,0.5,0
mediating,Ambiguous,0.5,0
mediation,Ambiguous,0.5,0
mediations,Ambiguous,0.5,0
mediator,Ambiguous,0.5,0
mediators,Ambiguous,0.5,0
merck,Ambiguous,0.728,1
method,Ambiguous,0.728,1
methods,Ambiguous,0.728,1
might,Ambiguous,0.5,0
mighty,Ambiguous,0.5,0
mindset,Ambiguous,0.861,2
mine,Ambiguous,0.5,0
misfeasance,Ambiguous,0.5,0
mix,Ambiguous,1.089,5
modern,Ambiguous,0.728,1
moderna,Ambiguous,1.828,56
modernas,Ambiguous,0.728,1
money,Ambiguous,1.53,22
morals,Ambiguous,0.861,2
moreover,Ambiguous,0.5,0
morrow,Ambiguous,0.5,0
motions,Ambiguous,0.5,0
mutandis,Ambiguous,0.5,0
mysterious,Ambiguous,0.5,0
mystery,Ambiguous,0.728,1
nab,Ambiguous,0.5,0
nearly,Ambiguous,1.089,5
neighbor,Ambiguous,0.861,2
neighborhood,Ambiguous,0.5,0
nigger,Ambiguous,0.5,0
nolo,Ambiguous,0.5,0
nonappealable,Ambiguous,0.5,0
nonassessable,Ambiguous,0.5,0
nonbreaching,Ambiguous,0.5,0
noncontingent,Ambiguous,0.5,0
noncontract,Ambiguous,0.5,0
noncontractual,Ambiguous,0.5,0
noncontributory,Ambiguous,0.5,0
nonetheless,Ambiguous,0.5,0
nonfeasance,Ambiguous,0.5,0
nonfiduciary,Ambiguous,0.5,0
nonforfeitability,Ambiguous,0.5,0
nonforfeitable,Ambiguous,0.5,0
nonforfeiture,Ambiguous,0.5,0
nonguarantor,Ambiguous,0.5,0
noninfringement,Ambiguous,0.5,0
noninfringing,Ambiguous,0.5,0
nonjudicial,Ambiguous,0.5,0
nonjudicially,Ambiguous,0.5,0
nonjurisdictional,Ambiguous,0.5,0
notarial,Ambiguous,0.5,0
notaries,Ambiguous,0.5,0
notarization,Ambiguous,0.5,0
notarizations,Ambiguous,0.5,0
notarize,Ambiguous,0.5,0
notarized,Ambiguous,0.5,0
notarizing,Ambiguous,0.5,0
notary,Ambiguous,0.5,0
notoriety,Ambiguous,0.5,0
notwithstanding,Ambiguous,0.5,0
novavax,Ambiguous,0.861,2
novo,Ambiguous,0.5,0
nullities,Ambiguous,0.5,0
nullity,Ambiguous,0.5,0
obligee,Ambiguous,0.5,0
obligees,Ambiguous,0.5,0
obligors,Ambiguous,0.5,0
obviate,Ambiguous,0.5,0
obvious,Ambiguous,1.316,11
obviously,Ambiguous,1.516,21
occasional,Ambiguous,0.5,0
occasionally,Ambiguous,0.5,0
oddity,Ambiguous,0.728,1
offeree,Ambiguous,0.5,0
offerees,Ambiguous,0.5,0
offeror,Ambiguous,0.5,0
offerors,Ambiguous,0.5,0
ongoing,Ambiguous,0.728,1
onset,Ambiguous,0.728,1
operation,Ambiguous,0.955,3
operations,Ambiguous,0.955,3
optionee,Ambiguous,0.5,0
optionees,Ambiguous,0.5,0
orchestra,Ambiguous,0.5,0
ordinarily,Ambiguous,0.5,0
ordinary,Ambiguous,0.861,2
originally,Ambiguous,0.861,2
otherwise,Ambiguous,1.288,10
overrule,Ambiguous,0.5,0
overruled,Ambiguous,0.5,0
overrules,Ambiguous,0.5,0
overruling,Ambiguous,0.5,0
owing,Ambiguous,0.5,0
oxfordastrazeneca,Ambiguous,0.5,0
para,Ambiguous,0.5,0
parade,Ambiguous,0.5,0
paraphrase,Ambiguous,0.861,2
pari,Ambiguous,0.5,0
parole,Ambiguous,0.5,0
passenger,Ambiguous,0.861,2
passu,Ambiguous,0.5,0
patentee,Ambiguous,0.5,0
pending,Ambiguous,1.316,11
perhaps,Ambiguous,1.343,12
period,Ambiguous,1.411,15
periods,Ambiguous,0.955,3
permanent,Ambiguous,1.222,8
permanently,Ambiguous,0.5,0
permissible,Ambiguous,0.5,0
permission,Ambiguous,0.5,0
permissions,Ambiguous,0.5,0
permit,Ambiguous,0.5,0
permitted,Ambiguous,0.5,0
permittee,Ambiguous,0.5,0
permittees,Ambiguous,0.5,0
permitting,Ambiguous,0.5,0
personam,Ambiguous,0.5,0
pfizer,Positive,1.94,79
pfizerbiontech,Ambiguous,0.5,0
pfizermoderna,Ambiguous,0.5,0
phase,Ambiguous,0.861,2
pious,Ambiguous,0.5,0
plausible,Ambiguous,0.5,0
plaything,Ambiguous,0.5,0
plot,Ambiguous,1.139,6
poke,Ambiguous,0.5,0
pomp,Ambiguous,0.5,0
positived,Ambiguous,0.5,0
positives,Ambiguous,0.5,0
possessory,Ambiguous,0.5,0
possibilities,Ambiguous,0.5,0
possibility,Ambiguous,0.955,3
possible,Ambiguous,1.558,24
possibly,Ambiguous,1.089,5
postclosing,Ambiguous,0.5,0
postclosure,Ambiguous,0.5,0
postcontract,Ambiguous,0.5,0
postjudgment,Ambiguous,0.5,0
potential,Ambiguous,1.257,9
potentially,Ambiguous,1.183,7
preamendment,Ambiguous,0.5,0
precursor,Ambiguous,0.5,0
predecease,Ambiguous,0.5,0
predeceased,Ambiguous,0.5,0
predeceases,Ambiguous,0.5,0
predeceasing,Ambiguous,0.5,0
prehearing,Ambiguous,0.5,0
preliminarily,Ambiguous,0.5,0
preliminary,Ambiguous,0.728,1
preparation,Ambiguous,0.728,1
preparatory,Ambiguous,0.5,0
preparedness,Ambiguous,0.5,0
prepetition,Ambiguous,0.5,0
prerequisite,Ambiguous,0.5,0
prima,Ambiguous,0.5,0
privilege,Ambiguous,0.5,0
probate,Ambiguous,0.5,0
probated,Ambiguous,0.5,0
probates,Ambiguous,0.5,0
probating,Ambiguous,0.5,0
procedure,Ambiguous,0.5,0
procession,Ambiguous,0.5,0
profit,Ambiguous,1.029,4
progress,Ambiguous,0.728,1
prologue,Ambiguous,0.5,0
promote,Ambiguous,1.089,5
promoted,Ambiguous,0.5,0
promoting,Ambiguous,1.089,5
promulgate,Ambiguous,0.5,0
promulgated,Ambiguous,0.5,0
promulgates,Ambiguous,0.5,0
promulgating,Ambiguous,0.5,0
promulgation,Ambiguous,0.5,0
promulgations,Ambiguous,0.5,0
promulgator,Ambiguous,0.5,0
promulgators,Ambiguous,0.5,0
prophecy,Ambiguous,0.5,0
prophet,Ambiguous,0.5,0
prophetic,Ambiguous,0.5,0
prorata,Ambiguous,0.5,0
proration,Ambiguous,0.5,0
provisoes,Ambiguous,0.5,0
provisos,Ambiguous,0.5,0
punt,Ambiguous,0.5,0
quicken,Ambiguous,0.5,0
quitclaim,Ambiguous,0.5,0
quitclaims,Ambiguous,0.5,0
quote,Ambiguous,0.728,1
rata,Ambiguous,0.5,0
ratable,Ambiguous,0.5,0
ratably,Ambiguous,0.5,0
rate,Ambiguous,1.431,16
rates,Ambiguous,1.45,17
real,Ambiguous,1.72,40
realise,Ambiguous,1.431,16
realised,Ambiguous,1.222,8
realising,Ambiguous,0.5,0
reality,Positive,1.257,9
