word,sentiment
avoid,negative
avoidance,negative
avoiding,negative
await,positive
award,positive
awful,negative
awkwardness,negative
awry,negative
axiom,positive
axiomatic,positive
ay,positive
aye,positive
babble,negative
babbling,negative
baboon,negative
baby,positive
babysitter,positive
baccalaureate,positive
backbone,negative
backer,positive
backward,negative
backwards,negative
backwater,negative
bacteria,negative
bacterium,negative
bad,negative
badge,positive
badger,negative
badly,negative
badness,negative
bailiff,negative
bait,negative
balance,positive
balanced,positive
bale,negative
balk,negative
ballad,positive
ballet,positive
ballot,positive
balm,positive
balsam,positive
ban,negative
bandit,negative
bane,negative
bang,negative
banger,negative
banish,negative
banished,negative
banishment,negative
bank,positive
banker,positive
bankrupt,negative
bankruptcy,negative
banquet,positive
banshee,negative
baptism,positive
baptismal,positive
barb,negative
barbarian,negative
barbaric,negative
barbarism,negative
bard,positive
barf,negative
bargain,positive
bark,negative
barred,negative
barren,negative
barricade,negative
barrier,negative
barrow,negative
bartender,positive
barter,positive
base,positive
baseless,negative
basketball,positive
bastard,negative
bastion,negative
bath,positive
battalion,negative
batter,negative
battered,negative
battery,negative
battle,negative
battled,negative
battlefield,negative
bawdy,negative
bayonet,negative
beach,positive
beam,positive
beaming,positive
bear,negative
bearer,negative
bearish,negative
beast,negative
beastly,negative
beating,negative
beautification,positive
beautiful,positive
beautify,positive
beauty,positive
bedrock,positive
bee,negative
beer,positive
befall,negative
befitting,positive
befriend,positive
beg,negative
beggar,negative
begging,negative
begun,positive
behemoth,negative
beholden,negative
belated,negative
believed,positive
believer,positive
believing,positive
belittle,negative
belligerent,negative
bellows,negative
belt,negative
bender,negative
benefactor,positive
beneficial,positive
benefit,positive
benevolence,positive
benign,positive
bequest,positive
bereaved,negative
bereavement,negative
bereft,negative
berserk,negative
berth,positive
bestial,negative
betray,negative
betrayal,negative
betrothed,positive
betterment,positive
beverage,positive
beware,positive
bewildered,negative
bewilderment,negative
bias,negative
biased,negative
biblical,positive
bickering,negative
biennial,positive
bier,negative
bigot,negative
bigoted,negative
bile,negative
bilingual,positive
biopsy,negative
birch,negative
birth,positive
birthday,positive
birthplace,negative
bitch,negative
bite,negative
bitterly,negative
bitterness,negative
bizarre,negative
blackjack,negative
blackmail,negative
blackness,negative
blame,negative
blameless,positive
bland,negative
blanket,positive
blasphemous,negative
blasphemy,negative
blast,negative
blatant,negative
blather,negative
blaze,negative
bleak,negative
bleeding,negative
blemish,negative
bless,positive
blessed,positive
blessing,positive
blessings,positive
blight,negative
blighted,negative
blinded,negative
blindfold,positive
blindly,negative
blindness,negative
bliss,positive
blissful,positive
blister,negative
blitz,ambiguous
bloated,negative
blob,negative
blockade,negative
bloodless,positive
bloodshed,negative
bloodthirsty,negative
bloody,negative
bloom,positive
blossom,positive
blot,negative
blower,negative
blowout,negative
blue,negative
blues,negative
bluff,negative
blunder,negative
blur,negative
blurred,negative
blush,negative
board,positive
boast,negative
boasting,negative
bodyguard,positive
bog,negative
bogus,negative
boil,negative
boilerplate,negative
boisterous,negative
bold,positive
boldness,positive
bolster,positive
bomb,negative
bombard,negative
bombardment,negative
bombed,negative
bomber,negative
bonanza,positive
bondage,negative
bonds,negative
bonne,positive
bonus,positive
boo,negative
booby,negative
bookish,positive
bookshop,positive
bookworm,negative
boomerang,positive
boon,positive
booze,negative
bore,negative
boredom,negative
boring,negative
borrower,negative
bother,negative
bothering,negative
bottom,negative
bottomless,negative
bound,negative
bountiful,positive
bounty,positive
bouquet,positive
bout,negative
bovine,negative
bowels,negative
boxing,negative
boycott,negative
brag,negative
brains,positive
bran,negative
brandy,negative
bravado,negative
bravery,positive
brawl,negative
brazen,negative
breach,negative
break,ambiguous
breakdown,negative
breakfast,positive
breakneck,negative
breakup,negative
bribe,negative
bribery,negative
bridal,positive
bride,positive
bridegroom,positive
bridesmaid,positive
brigade,negative
brighten,positive
brightness,positive
brilliant,positive
brimstone,negative
bristle,negative
broadside,positive
brocade,positive
broil,negative
broke,negative
broken,negative
brothel,negative
brother,positive
brotherhood,positive
brotherly,positive
bruise,positive
brunt,negative
brutal,negative
brutality,negative
brute,negative
buck,negative
buddy,positive
budget,positive
buffet,negative
bug,negative
bugaboo,negative
bugle,positive
build,positive
building,positive
bulbous,negative
bulldog,positive
bulletproof,positive
bully,negative
bum,negative
bummer,negative
bunker,negative
buoy,positive
burdensome,negative
bureaucracy,negative
bureaucrat,negative
burglar,negative
burglary,negative
burial,negative
buried,negative
burke,negative
burlesque,ambiguous
burnt,negative
bursary,positive
bury,negative
buss,positive
busted,negative
butcher,negative
butler,positive
butt,negative
buttery,positive
buxom,positive
buzz,positive
buzzed,negative
bye,positive
bylaw,positive
cab,positive
cabal,negative
cabinet,positive
cable,ambiguous
cacophony,negative
cad,negative
cadaver,negative
cafe,positive
cage,negative
calamity,negative
calculating,negative
calculation,positive
calculator,positive
calf,positive
callous,negative
calls,positive
calm,positive
camouflage,ambiguous
camouflaged,ambiguous
campaigning,negative
canary,positive
cancel,negative
cancer,negative
candid,positive
candidate,positive
candied,positive
cane,negative
canker,negative
cannibal,negative
cannibalism,negative
cannon,negative
canons,positive
cap,positive
capitalist,positive
captain,positive
captivate,positive
captivating,positive
captive,negative
captivity,negative
captor,negative
capture,negative
carcass,negative
carcinoma,negative
cardiomyopathy,negative
career,positive
careful,positive
carefully,positive
carelessness,negative
caress,positive
caretaker,positive
caricature,negative
caries,negative
carnage,negative
carnal,negative
carnivorous,negative
carol,positive
cartel,negative
cartridge,negative
cascade,positive
case,negative
cash,negative
cashier,positive
casket,negative
caste,negative
casualty,negative
cataract,positive
catastrophe,negative
catch,ambiguous
catechism,negative
categorical,positive
cater,positive
cathartic,positive
cathedral,positive
catheter,negative
caution,negative
cautionary,negative
cautious,positive
cautiously,negative
cede,negative
celebrated,positive
celebrating,positive
celebration,positive
celebrity,negative
celestial,positive
cement,positive
cemetery,negative
censor,negative
censure,negative
center,positive
centurion,positive
cerebral,positive
ceremony,positive
certainty,positive
certify,positive
cess,negative
cessation,negative
chaff,negative
chafing,negative
chagrin,negative
chairman,positive
chairwoman,positive
challenge,negative
champion,positive
chance,ambiguous
chancellor,positive
change,negative
changeable,positive
chant,negative
chaos,negative
chaotic,negative
chaplain,positive
charade,negative
chargeable,negative
charger,positive
charitable,positive
charity,positive
charm,positive
charmed,positive
charming,positive
chart,positive
chase,negative
chasm,negative
chastisement,negative
chastity,positive
chattering,positive
chatty,negative
cheap,negative
cheat,negative
checklist,positive
cheer,positive
cheerful,positive
cheerfulness,positive
cheering,positive
cheery,positive
cheesecake,negative
chemist,positive
cherish,positive
cherry,positive
chicane,positive
chicken,negative
chieftain,positive
child,positive
childhood,positive
childish,negative
chilly,negative
chimera,negative
chirp,positive
chisel,positive
chivalry,positive
chloroform,negative
chocolate,positive
choice,positive
choir,positive
choke,negative
cholera,negative
chop,negative
choral,positive
chore,negative
chorus,positive
chosen,positive
chowder,positive
chronic,negative
chronicle,positive
chuckle,positive
church,positive
cider,positive
cigarette,negative
circumcision,positive
circumvention,negative
citizen,positive
civil,positive
civility,positive
civilization,positive
civilized,positive
claimant,negative
clairvoyant,positive
clamor,negative
clan,positive
clap,positive
clarify,positive
clash,negative
clashing,negative
classic,positive
classical,positive
classics,positive
classify,positive
claw,negative
clean,positive
cleaning,positive
cleanliness,positive
cleanly,positive
cleanse,positive
cleansing,positive
clearance,positive
clearness,positive
cleave,negative
clerical,positive
clever,positive
cleverness,positive
cliff,negative
climax,positive
clock,positive
cloister,negative
closeness,positive
closure,positive
clothe,positive
clouded,negative
cloudiness,negative
cloudy,negative
clown,positive
clue,positive
clump,negative
clumsy,negative
coach,positive
coalesce,positive
coalition,positive
coast,positive
coax,positive
cobra,negative
cocaine,negative
coerce,negative
coercion,negative
coexist,positive
coexisting,positive
coffin,negative
cogent,positive
cognitive,positive
coherence,positive
coherent,positive
cohesion,positive
cohesive,positive
coincidence,ambiguous
cold,negative
coldly,negative
coldness,negative
colic,negative
collaborator,positive
collapse,negative
collateral,positive
collectively,positive
collision,negative
collusion,negative
colonel,positive
colossal,positive
coma,negative
comatose,negative
combat,negative
combatant,negative
combative,negative
comfort,positive
coming,positive
commandant,positive
commanding,positive
commemorate,positive
commemoration,positive
commemorative,positive
commend,positive
commendable,positive
commentator,positive
commerce,positive
commission,positive
committal,negative
committed,positive
committee,positive
commodore,positive
commonplace,positive
commonwealth,positive
commotion,negative
communicate,positive
communication,positive
communicative,positive
communion,positive
communism,negative
communist,negative
community,positive
commutation,positive
commute,positive
compact,positive
companion,positive
compass,positive
compassion,negative
compassionate,positive
compatibility,positive
compatible,positive
compelling,positive
compensate,positive
compensatory,positive
competence,positive
competency,positive
competent,positive
competition,positive
complacency,positive
complain,negative
complaint,negative
complement,positive
complementary,positive
completely,positive
completeness,positive
completing,positive
completion,positive
complexed,negative
complexity,negative
compliance,positive
compliant,positive
complicate,negative
complicated,negative
complication,negative
complicity,negative
compliment,positive
composed,positive
composer,positive
compost,negative
composure,positive
comprehend,positive
comprehensive,positive
compress,negative
comptroller,positive
compulsion,negative
compulsory,negative
comrade,positive
conceal,negative
concealed,positive
concealment,negative
conceit,negative
conceited,negative
concentric,positive
concerned,negative
conciliation,positive
concluding,positive
concord,positive
concordance,positive
concussion,negative
condemn,negative
condemnation,negative
condescending,negative
condescension,negative
condolence,positive
condone,positive
conducive,positive
conductivity,positive
confederate,positive
confess,negative
confession,positive
confessional,negative
confide,positive
confidence,negative
confident,positive
confidential,positive
confidentially,positive
confine,negative
confined,negative
confinement,negative
confirmation,positive
confirmed,positive
confiscate,negative
confiscation,negative
conflagration,negative
conflict,negative
conflicting,negative
conformance,positive
conformity,positive
confound,negative
confounded,negative
confront,negative
confuse,negative
confusion,negative
congenial,positive
congestion,negative
conglomerate,positive
congratulatory,positive
congregation,positive
congress,negative
congressman,positive
congruence,positive
conjecture,positive
conjure,positive
conjuring,negative
connective,positive
connoisseur,positive
conquest,negative
conscience,positive
conscientious,positive
consciousness,positive
consecration,positive
consequent,positive
conservation,positive
conserve,positive
considerable,positive
considerate,positive
consistency,positive
console,positive
consonant,positive
consort,positive
conspiracy,negative
conspirator,negative
conspire,negative
constable,positive
constancy,positive
constant,positive
constantly,positive
consternation,negative
constipation,negative
constitute,positive
constitutional,positive
constrain,negative
constrained,negative
constraint,negative
construct,positive
consul,positive
consult,positive
consummate,positive
contact,positive
contagion,positive
contagious,negative
contaminate,negative
contaminated,negative
contamination,negative
contemplation,positive
contempt,negative
contemptible,negative
contemptuous,negative
content,positive
contentious,negative
contingent,positive
continuation,positive
continue,positive
contour,positive
contraband,negative
contracted,negative
contradict,negative
contradiction,negative
contradictory,negative
contrary,negative
contrasted,negative
contravene,negative
contravention,negative
contribute,positive
contributor,positive
controversial,negative
controversy,negative
convenience,positive
convenient,positive
convent,positive
convention,positive
convergence,positive
conversant,positive
conversational,positive
convert,positive
conveyancing,positive
convict,negative
conviction,negative
convince,positive
convinced,positive
convincing,positive
cool,positive
coolness,positive
coop,negative
cooperate,positive
cooperating,positive
cooperation,positive
cooperative,positive
cop,negative
copy,negative
copycat,negative
core,positive
coronation,positive
coroner,negative
corporal,negative
corporation,positive
corporeal,positive
corpse,negative
correction,negative
corrective,positive
correctness,positive
correspondence,positive
corroborate,positive
corroboration,positive
corrosion,negative
corrosive,negative
corrupt,negative
corrupting,negative
corruption,negative
corse,negative
cosmopolitan,positive
cosy,positive
couch,negative
cough,negative
council,positive
counsel,positive
counsellor,negative
counselor,positive
count,positive
countdown,positive
countess,positive
countryman,positive
county,positive
coup,negative
courage,positive
courageous,negative
courier,positive
coursing,negative
court,negative
courteous,positive
courtesy,positive
courtship,positive
cove,positive
covenant,positive
cover,positive
covet,negative
coward,negative
cowardice,negative
cowardly,negative
coy,negative
coyote,negative
crabby,negative
crack,negative
cracked,negative
cracking,negative
cradle,positive
craft,positive
craftsman,positive
cramp,positive
cramped,negative
crank,negative
cranky,negative
crap,negative
craps,positive
crash,negative
crave,positive
craving,positive
crawl,negative
crazed,negative
crazy,negative
creaking,negative
cream,positive
create,positive
creative,positive
creature,negative
credence,positive
credential,positive
credibility,positive
credible,positive
credit,positive
creditable,positive
credited,positive
creep,negative
creeping,positive
cremation,negative
crescendo,positive
crew,positive
crime,negative
criminal,negative
criminality,negative
cringe,negative
cripple,negative
crippled,negative
crisis,negative
crisp,negative
critic,negative
criticism,negative
criticize,negative
critique,positive
critter,negative
crocodile,negative
crook,negative
cross,negative
crouch,negative
crouching,negative
crowning,positive
crucial,positive
cruciate,negative
crucifixion,negative
crude,negative
cruel,negative
cruelly,negative
cruelty,negative
crumbling,negative
crunch,negative
crusade,negative
crushed,negative
crushing,negative
crusty,negative
cry,negative
crying,negative
crypt,negative
crystal,positive
cube,positive
cuckold,negative
cuckoo,negative
cuddle,positive
cue,positive
culinary,positive
cull,negative
culmination,positive
culpability,negative
culpable,negative
culprit,negative
cult,negative
cultivate,positive
cultivated,positive
cultivation,positive
culture,positive
cumbersome,negative
cunning,negative
cupping,negative
cur,negative
curable,positive
curiosity,positive
curl,positive
curse,negative
cursed,negative
cursing,negative
cursory,negative
cushion,positive
cussed,negative
custodian,positive
custody,positive
customer,positive
cute,positive
cutter,negative
cutters,positive
cutthroat,negative
cutting,negative
cyanide,negative
cyclone,negative
cyst,negative
cystic,negative
cytomegalovirus,negative
dabbling,negative
daemon,negative
daft,negative
dagger,negative
daily,positive
damage,negative
damages,negative
dame,negative
damn,negative
damnation,negative
damned,negative
damper,negative
dance,positive
dandruff,negative
dandy,negative
danger,negative
dangerous,negative
dank,negative
dare,positive
daring,positive
dark,negative
darken,negative
darkened,negative
darkness,negative
darling,positive
dart,negative
dashed,negative
dashing,positive
dastardly,negative
daughter,positive
dawn,positive
dazed,negative
deacon,positive
deactivate,negative
deadlock,negative
deadly,negative
deal,positive
dealings,positive
dear,positive
death,negative
debacle,negative
debate,positive
debauchery,negative
debenture,positive
debris,negative
debt,negative
debtor,negative
decay,negative
decayed,negative
deceased,negative
deceit,negative
deceitful,negative
deceive,negative
deceived,negative
deceiving,negative
decency,positive
decent,positive
deception,negative
deceptive,negative
declaratory,positive
declination,negative
decline,negative
declining,negative
decompose,negative
decomposed,negative
decomposition,negative
decoy,ambiguous
decrease,negative
decrement,negative
decrepit,negative
decry,negative
dedication,positive
deduct,negative
deed,positive
defamation,negative
defamatory,negative
default,negative
defeat,negative
defeated,negative
defect,negative
defection,negative
defective,negative
defend,negative
defendant,negative
defended,positive
defender,positive
defending,positive
defense,negative
defenseless,negative
deference,positive
deferral,negative
defiance,negative
defiant,negative
deficiency,negative
deficit,negative
definitive,positive
deflate,negative
deflation,negative
deform,negative
deformed,negative
deformity,negative
defraud,negative
defunct,negative
defy,negative
degeneracy,negative
degenerate,negative
degradation,negative
degrade,negative
degrading,negative
degree,positive
delay,negative
delayed,negative
delectable,positive
delegate,positive
deleterious,negative
deletion,negative
deliberate,positive
delicious,positive
delight,positive
delighted,positive
delightful,positive
delinquency,negative
delinquent,negative
delirious,negative
delirium,negative
deliverance,positive
delivery,positive
deluge,negative
delusion,negative
delusional,negative
demand,negative
demanding,negative
demented,negative
dementia,negative
demise,negative
democracy,positive
demolish,negative
demolition,negative
demon,negative
demonic,negative
demonstrable,positive
demonstrative,positive
demoralized,negative
denial,negative
denied,negative
denounce,negative
dentistry,negative
denunciation,negative
deny,negative
denying,positive
depart,positive
departed,negative
departure,negative
depend,positive
dependence,negative
dependency,negative
dependent,negative
deplorable,negative
deplore,negative
deport,negative
deportation,negative
depository,positive
depraved,negative
depravity,negative
depreciate,negative
depreciated,negative
depreciation,negative
depress,negative
depressed,negative
depressing,negative
depression,negative
depressive,negative
deprivation,negative
depth,positive
deputy,positive
deranged,negative
derelict,negative
derision,negative
dermatologist,positive
derogation,negative
derogatory,negative
descent,negative
descriptive,positive
desecration,negative
desert,negative
deserted,negative
desertion,negative
deserve,negative
deserved,positive
designation,positive
designer,positive
desirable,positive
desiring,positive
desirous,positive
desist,negative
desolation,negative
despair,negative
despairing,negative
desperate,negative
despicable,negative
despise,negative
despotic,negative
despotism,negative
destination,positive
destined,positive
destitute,negative
destroyed,negative
destroyer,negative
destroying,negative
destruction,negative
destructive,negative
detachment,negative
detain,negative
detainee,negative
detect,positive
detection,positive
detention,negative
deteriorate,negative
deteriorated,negative
deterioration,negative
determinate,positive
determination,positive
determined,positive
detest,negative
detonate,negative
detonation,negative
detract,negative
detriment,negative
detrimental,negative
detritus,negative
devastate,negative
devastating,negative
devastation,negative
develop,positive
deviation,negative
devil,negative
devilish,negative
devious,negative
devolution,negative
devotional,positive
devour,negative
devout,positive
dexterity,positive
diabolical,negative
diagnosis,positive
diamond,positive
diaper,negative
diarrhoea,negative
diary,positive
diatribe,negative
dictator,negative
dictatorial,negative
dictatorship,negative
dictionary,positive
dictum,positive
didactic,positive
die,negative
dietary,positive
differential,positive
differently,ambiguous
difficult,negative
difficulties,negative
difficulty,negative
digit,positive
dignified,positive
dignity,positive
digress,positive
dike,negative
dilapidated,negative
diligence,positive
dilute,negative
diminish,negative
diminished,negative
din,negative
dinner,positive
dinosaur,negative
diplomacy,positive
diplomatic,positive
dire,negative
director,positive
dirt,negative
dirty,negative
disability,negative
disable,negative
disabled,negative
disaffected,negative
disagree,negative
disagreeing,negative
disagreement,negative
disallowed,negative
disappear,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointment,negative
disapproval,negative
disapprove,negative
disapproved,negative
disapproving,negative
disaster,negative
disastrous,negative
disbelieve,negative
discards,negative
discharge,negative
disciple,positive
discipline,negative
disclaim,negative
disclosed,positive
discoloration,negative
discolored,negative
discomfort,negative
disconnect,negative
disconnected,negative
disconnection,negative
discontent,negative
discontinue,negative
discontinuity,negative
discord,negative
discourage,negative
discouragement,negative
discovery,positive
discredit,negative
discreet,positive
discretion,positive
discretionary,positive
discriminate,negative
discriminating,negative
discrimination,negative
discussion,positive
disdain,negative
disease,negative
diseased,negative
disembodied,negative
disengagement,negative
disfigured,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgruntled,negative
disgust,negative
disgusting,negative
disheartened,negative
disheartening,negative
dishonest,negative
dishonesty,negative
dishonor,negative
disillusionment,negative
disinfection,positive
disinformation,negative
disingenuous,negative
disintegrate,negative
disintegration,negative
disinterested,negative
dislike,negative
disliked,negative
dislocated,negative
dismal,negative
dismay,negative
dismemberment,negative
dismissal,negative
disobedience,negative
disobedient,negative
disobey,negative
disorder,negative
disorderly,negative
disorganized,negative
disparage,negative
disparaging,negative
disparity,negative
dispassionate,negative
dispel,negative
dispersion,negative
displace,negative
displaced,negative
displeased,negative
displeasure,negative
disposal,negative
dispose,negative
disposed,positive
dispossessed,negative
dispute,negative
disqualification,negative
disqualified,negative
disqualify,negative
disregard,negative
disregarded,negative
disreputable,negative
disrespect,negative
disrespectful,negative
disruption,negative
dissatisfaction,negative
dissection,negative
disseminate,positive
dissension,negative
dissenting,negative
disservice,negative
dissident,negative
dissolution,negative
dissonance,negative
distaste,negative
distasteful,negative
distillation,positive
distinction,positive
distorted,negative
distortion,negative
distract,negative
distracted,negative
distracting,negative
distraction,negative
distraught,negative
distress,negative
distressed,negative
distressing,negative
distrust,negative
disturbance,negative
disturbed,negative
disuse,negative
disused,negative
ditty,positive
divan,positive
divergent,negative
diverse,negative
diversified,positive
diversion,positive
divested,negative
divestment,negative
divination,positive
divinity,positive
divorce,negative
dizziness,negative
dizzy,negative
docked,negative
doctor,positive
doctrine,positive
doer,positive
dogged,positive
dogma,positive
doit,negative
doldrums,negative
dole,negative
doll,positive
dolor,negative
dolphin,positive
dominant,negative
dominate,negative
domination,negative
dominion,negative
don,positive
donation,positive
donkey,negative
doodle,negative
doom,negative
doomed,negative
doomsday,negative
doubt,negative
doubtful,negative
doubting,negative
doubtless,positive
douche,negative
dour,negative
dove,positive
downfall,negative
downright,positive
downy,positive
drab,negative
draft,positive
dragon,negative
drainage,negative
drawback,negative
dread,positive
dreadful,negative
dreadfully,negative
dreary,negative
drinking,negative
drivel,negative
drone,negative
drool,negative
drooping,negative
drought,negative
drown,negative
drowsiness,negative
drudgery,negative
drugged,negative
drunken,negative
drunkenness,negative
dubious,negative
duel,negative
duet,positive
duke,positive
dull,negative
dumb,negative
dummy,negative
dumps,negative
dun,negative
dung,negative
dungeon,negative
dupe,negative
duplicity,negative
durability,positive
durable,positive
duress,negative
dust,negative
dutiful,positive
dwarfed,negative
dying,negative
dynamic,ambiguous
dysentery,negative
eager,positive
eagerness,positive
eagle,positive
earl,positive
earn,positive
earnest,positive
earnestly,positive
earnestness,positive
earthquake,negative
ease,positive
easement,positive
easygoing,positive
eat,positive
eavesdropping,negative
economy,positive
ecstasy,positive
ecstatic,positive
edict,negative
edification,positive
edition,positive
educate,positive
educated,positive
educational,positive
eel,negative
effective,positive
effeminate,negative
efficacy,positive
efficiency,positive
efficient,positive
effigy,negative
effort,positive
egotistical,negative
egregious,negative
ejaculation,positive
eject,negative
ejection,negative
elaboration,positive
elated,positive
elbow,negative
elder,positive
elders,positive
elect,positive
electorate,positive
electric,positive
electricity,positive
elegance,positive
elegant,positive
elevation,positive
elf,negative
eligible,positive
elimination,negative
elite,positive
eloquence,positive
eloquent,positive
elucidate,positive
elusive,negative
emaciated,negative
emancipation,positive
embargo,negative
