word,sentiment
causation,negative
cause,negative
caused,negative
causes,negative
causing,negative
caution,negative
cautious,negative
censor,negative
censored,negative
censoring,negative
censorship,negative
ceo,negative
cev,negative
challenge,negative
challenged,negative
challenges,negative
challenging,negative
chaos,negative
charge,negative
charged,negative
charging,negative
chasing,negative
cheek,negative
chemical,negative
chemicals,negative
chemist,negative
chemo,negative
chest,negative
chicken,negative
chief,negative
chill,negative
chills,negative
China,negative
chinese,negative
chip,negative
chips,negative
chronic,negative
circulating,negative
circulation,negative
circumstances,negative
claim,negative
claimed,negative
claiming,negative
claims,negative
clash,negative
climate,negative
clinical,negative
clinically,negative
clip,negative
clogging,negative
closed,negative
closing,negative
closure,negative
closures,negative
clot,negative
clots,negative
clotting,negative
clown,negative
clowns,negative
clueless,negative
cobra,negative
code,negative
codes,negative
coerce,negative
coerced,negative
coercing,negative
coercion,negative
coincidence,negative
cold,negative
colds,negative
collapse,negative
collapsed,negative
collapsing,negative
collateral,negative
combat,negative
comedy,negative
communication,negative
communist,negative
comorbidities,negative
complain,negative
complaining,negative
complaint,negative
complex,negative
complicated,negative
complications,negative
compromised,negative
compulsory,negative
concern,negative
concerned,negative
concerning,negative
concerns,negative
conflict,negative
confused,negative
confusing,negative
confusion,negative
conned,negative
cons,negative
consequence,negative
consequences,negative
consequentialbr,negative
conservative,negative
conservatives,negative
conspiracies,negative
conspiracy,negative
consultant,negative
contacts,negative
contagious,negative
contaminations,negative
contaminer,negative
contract,negative
contracted,negative
contracting,negative
contracts,negative
contrary,negative
contrast,negative
control,negative
controlled,negative
controlling,negative
controls,negative
controversial,negative
corona,negative
coronavirus,negative
coronaviruses,negative
corporate,negative
corporations,negative
corrupt,negative
corruption,negative
cost,negative
costing,negative
costs,negative
cough,negative
coughing,negative
couldn't,negative
counter,negative
counting,negative
countless,negative
cov,negative
covid,negative
Covid-19,negative
covidiot,negative
covidiots,negative
covids,negative
crack,negative
crap,negative
crash,negative
crazy,negative
crime,negative
crimes,negative
criminal,negative
criminals,negative
crisis,negative
criteria,negative
critical,negative
criticise,negative
criticised,negative
criticism,negative
cross,negative
crossed,negative
crossing,negative
crowd,negative
crowded,negative
crowds,negative
cry,negative
crying,negative
crypto,negative
cult,negative
cunt,negative
cunts,negative
curbs,negative
curfew,negative
curfews,negative
curve,negative
cut,negative
cuts,negative
cutting,negative
daft,negative
damage,negative
damaged,negative
damages,negative
damaging,negative
damn,negative
danger,negative
dangerous,negative
dangers,negative
dark,negative
dead,negative
deadly,negative
death,negative
deaths,negative
debt,negative
declare,negative
declared,negative
declaring,negative
deemed,negative
deep,negative
deeper,negative
deeply,negative
default,negative
defeat,negative
defence,negative
delay,negative
delayed,negative
delaying,negative
delays,negative
delete,negative
deleted,negative
deliberate,negative
deliberately,negative
delta,negative
deluded,negative
delusional,negative
dementia,negative
demonising,negative
demonstration,negative
denial,negative
denied,negative
denier,negative
deniers,negative
deny,negative
denying,negative
depend,negative
dependent,negative
depending,negative
depends,negative
depopulation,negative
depressed,negative
depressing,negative
depression,negative
deserve,negative
deserved,negative
deserves,negative
despair,negative
desperate,negative
desperately,negative
desperation,negative
despite,negative
destroy,negative
destroyed,negative
destroying,negative
destroys,negative
destruction,negative
devastating,negative
diabetes,negative
diagnosed,negative
diagnosis,negative
dick,negative
didn't,negative
die,negative
died,negative
dies,negative
diet,negative
differ,negative
difference,negative
differences,negative
different,negative
differently,negative
difficult,negative
diphtheria,negative
dirty,negative
disabilities,negative
disability,negative
disabled,negative
disagnos,negative
disagnosed,negative
disagree,negative
disappear,negative
disappeared,negative
disappointed,negative
disappointing,negative
disaster,negative
discriminate,negative
discrimination,negative
discriminatory,negative
discuss,negative
discussed,negative
discussing,negative
discussion,negative
discussions,negative
disease,negative
diseases,negative
disgrace,negative
disgraceful,negative
disgusting,negative
disinformation,negative
disingenuous,negative
dismissed,negative
disorders,negative
disruption,negative
distracted,negative
distrust,negative
disturbing,negative
dithering,negative
divide,negative
divided,negative
division,negative
divisive,negative
dizzy,negative
dodgy,negative
doesn<U+FFFD>t,negative
dog,negative
dogs,negative
dominant,negative
don<U+FFFD>t,negative
doom,negative
doubt,negative
downs,negative
draconian,negative
drama,negative
dramatic,negative
dramatically,negative
dreadful,negative
drop,negative
dropin,negative
dropped,negative
dropping,negative
drops,negative
drunk,negative
dude,negative
dumb,negative
dying,negative
ebola,negative
economic,negative
economy,negative
edge,negative
effect,negative
effects,negative
ego,negative
elderly,negative
eldest,negative
eliminate,negative
eliminated,negative
elite,negative
elites,negative
embarrassing,negative
emergency,negative
emotional,negative
emotionally,negative
empty,negative
end,negative
ended,negative
endemic,negative
ending,negative
endless,negative
ends,negative
enemy,negative
enormous,negative
enough,negative
epidemic,negative
error,negative
escape,negative
establishment,negative
eugenics,negative
evade,negative
evades,negative
evading,negative
ever,negative
evil,negative
ex,negative
exams,negative
except,negative
exception,negative
exceptions,negative
excess,negative
excluded,negative
excuse,negative
excuses,negative
exhausted,negative
exhausting,negative
experiment,negative
experimental,negative
exponential,negative
extreme,negative
extremely,negative
faced,negative
faces,negative
facing,negative
factor,negative
factors,negative
fades,negative
failed,negative
failing,negative
fails,negative
failure,negative
failures,negative
fake,negative
fall,negative
fallen,negative
falling,negative
falls,negative
false,negative
fanatic,negative
fanatics,negative
far,negative
farce,negative
fascism,negative
fascist,negative
fascists,negative
fat,negative
fatal,negative
fatalities,negative
fatality,negative
fatigue,negative
fauci,negative
fault,negative
fear,negative
fears,negative
fee,negative
fever,negative
feverish,negative
fewer,negative
fight,negative
fighting,negative
fights,negative
figure,negative
figured,negative
figures,negative
filter,negative
filters,negative
filtration,negative
finance,negative
financial,negative
financially,negative
fined,negative
fines,negative
fire,negative
fired,negative
flash,negative
flawed,negative
flu,negative
fluids,negative
foil,negative
fold,negative
folded,negative
fool,negative
fooled,negative
fools,negative
force,negative
forced,negative
forces,negative
forcing,negative
forget,negative
forgetting,negative
forgot,negative
forgotten,negative
form,negative
former,negative
forms,negative
forward,negative
fought,negative
fraction,negative
fragile,negative
fraud,negative
freaks,negative
freezing,negative
frequent,negative
frequently,negative
frightened,negative
frightening,negative
front,negative
frontline,negative
frost,negative
frustrated,negative
frustrating,negative
frustration,negative
fuck,negative
fucked,negative
fuckin,negative
fucking,negative
fucks,negative
funeral,negative
funerals,negative
furious,negative
fury,negative
gamble,negative
game,negative
games,negative
gang,negative
gap,negative
garbage,negative
gas,negative
gene,negative
genes,negative
genetherapy,negative
genetic,negative
genocide,negative
genome,negative
global,negative
globalist,negative
globally,negative
gloom,negative
goodbye,negative
goverment,negative
government,negative
governments,negative
govs,negative
govts,negative
gps,negative
graphene,negative
graves,negative
greed,negative
grifters,negative
grim,negative
guilty,negative
guinea,negative
gun,negative
gut,negative
gutted,negative
gvt,negative
half,negative
halt,negative
hang,negative
hanging,negative
hangover,negative
hard,negative
harder,negative
hardest,negative
hardly,negative
harm,negative
harmed,negative
harmful,negative
harmless,negative
harms,negative
harsh,negative
hasn't,negative
hate,negative
hatred,negative
haven't,negative
headache,negative
headaches,negative
heartbreaking,negative
heavily,negative
heavy,negative
heck,negative
hell,negative
hepatitis,negative
herd,negative
hesitancy,negative
hesitant,negative
hidden,negative
hide,negative
hiding,negative
highly,negative
highrisk,negative
hit,negative
hitler,negative
hits,negative
hitting,negative
hiv,negative
hoax,negative
hole,negative
holes,negative
holocaust,negative
homeless,negative
horrendous,negative
horrible,negative
horrific,negative
horror,negative
hospitalisation,negative
hospitalisations,negative
hospitalised,negative
hospitalization,negative
hospitalizations,negative
hospitalized,negative
hotel,negative
housebound,negative
household,negative
hunger,negative
hungry,negative
hunt,negative
hurt,negative
hurting,negative
hurts,negative
hypocrisy,negative
hypocrite,negative
hypocrites,negative
hypocritical,negative
hysteria,negative
ice,negative
ideology,negative
idiocy,negative
idiot,negative
idiotic,negative
idiots,negative
ignorance,negative
ignorant,negative
ignore,negative
ignored,negative
ignoring,negative
ill,negative
illegal,negative
illicit,negative
illicitly,negative
illness,negative
illnesses,negative
immoral,negative
immuno,negative
immunocompromised,negative
immunosuppressed,negative
impact,negative
impacted,negative
impacts,negative
impending,negative
imperial,negative
impfpflicht,negative
implant,negative
implants,negative
implications,negative
implies,negative
imply,negative
implying,negative
impose,negative
imposed,negative
imposes,negative
imposing,negative
impossible,negative
inaccurate,negative
inactivated,negative
inadequate,negative
incidence,negative
incident,negative
incompetence,negative
incompetent,negative
inconvenience,negative
incorrect,negative
indefinitely,negative
industries,negative
industry,negative
ineffective,negative
inequality,negative
inequity,negative
inevitable,negative
inevitably,negative
infect,negative
infected,negative
infecting,negative
infection,negative
infections,negative
infectiontransmission,negative
infectious,negative
infects,negative
inflammation,negative
inflation,negative
influence,negative
influenced,negative
influenza,negative
injured,negative
injuries,negative
injury,negative
inoculated,negative
inoculations,negative
inquiry,negative
insane,negative
insanity,negative
insist,negative
insomnia,negative
insulin,negative
insult,negative
intended,negative
intense,negative
intensive,negative
intention,negative
intentionally,negative
interpret,negative
interpretation,negative
intervention,negative
interventions,negative
intramuscular,negative
investigate,negative
investigation,negative
investing,negative
ironic,negative
ironically,negative
irony,negative
irrelevant,negative
irrespective,negative
irresponsible,negative
irreversible,negative
isn't,negative
isolate,negative
isolated,negative
isolating,negative
isolation,negative
issue,negative
issued,negative
issues,negative
jail,negative
judge,negative
judgement,negative
judging,negative
junkies,negative
justification,negative
justified,negative
justify,negative
keep,negative
keeping,negative
keeps,negative
kept,negative
kick,negative
kicked,negative
kicking,negative
kickout,negative
kicks,negative
kidney,negative
kill,negative
killed,negative
killer,negative
killers,negative
killing,negative
kills,negative
knock,negative
knocked,negative
knocking,negative
ko,negative
lack,negative
lag,negative
lasted,negative
late,negative
lately,negative
later,negative
lateral,negative
latest,negative
latter,negative
laughable,negative
laughing,negative
law,negative
laws,negative
lazy,negative
leak,negative
leaked,negative
leaks,negative
leaky,negative
leave,negative
leaves,negative
leaving,negative
lethal,negative
liar,negative
liars,negative
liberal,negative
liberals,negative
libertarian,negative
lie,negative
lied,negative
lien,negative
lies,negative
limit,negative
limited,negative
limiting,negative
limits,negative
load,negative
loads,negative
lobbying,negative
lock,negative
lockdown,negative
lockdowns,negative
locked,negative
locking,negative
locks,negative
londonprotest,negative
lonely,negative
longcovid,negative
longer,negative
longerterm,negative
longterm,negative
looming,negative
looms,negative
loons,negative
loose,negative
loosing,negative
lose,negative
losing,negative
loss,negative
lost,negative
lottery,negative
loud,negative
loudly,negative
lump,negative
lunatic,negative
lung,negative
lungs,negative
lying,negative
lymph,negative
mad,negative
madness,negative
mainstream,negative
malaria,negative
mandate,negative
mandating,negative
mandatory,negative
manipulated,negative
mark,negative
market,negative
marketing,negative
marks,negative
mass,negative
masses,negative
massive,negative
massively,negative
matrix,negative
meaningless,negative
measles,negative
measure,negative
measured,negative
measures,negative
mega,negative
meme,negative
memes,negative
menstrual,negative
mess,negative
messed,negative
microchip,negative
microchips,negative
military,negative
mince,negative
minimal,negative
minimise,negative
minimising,negative
minimum,negative
minister,negative
ministers,negative
ministry,negative
minorities,negative
minority,negative
miserable,negative
misery,negative
misinformation,negative
misleading,negative
miss,negative
missed,negative
missing,negative
mist,negative
mistake,negative
mistakes,negative
mitigate,negative
mitigation,negative
mitigations,negative
moan,negative
moaning,negative
model,negative
modelling,negative
models,negative
moderate,negative
modified,negative
mongering,negative
monkey,negative
monoclonal,negative
mood,negative
moral,negative
morally,negative
moron,negative
moronic,negative
morons,negative
mortality,negative
mucosal,negative
mumps,negative
muppets,negative
murder,negative
murdered,negative
muscle,negative
muscles,negative
mutant,negative
mutate,negative
mutated,negative
mutates,negative
mutating,negative
mutation,negative
mutations,negative
mute,negative
myocarditis,negative
myths,negative
naive,negative
nano,negative
nanoparticle,negative
nanoparticles,negative
nasty,negative
nausea,negative
nazi,negative
nazis,negative
nearly,negative
needed,negative
needing,negative
needle,negative
needles,negative
needs,negative
neg,negative
negative,negative
negligible,negative
neither,negative
nerve,negative
nervous,negative
neurological,negative
nightmare,negative
nobody,negative
nodes,negative
noise,negative
non,negative
noncovid,negative
none,negative
nonsense,negative
noone,negative
nope,negative
note,negative
notes,negative
nothing,negative
notice,negative
noticed,negative
novaccinepassports,negative
nowhere,negative
nuremberg,negative
nut,negative
nuts,negative
nutters,negative
obese,negative
obesity,negative
object,negative
obsen,negative
obsessed,negative
obsession,negative
occur,negative
occurred,negative
occurrence,negative
occurring,negative
occurs,negative
odd,negative
odds,negative
omg,negative
omicron,negative
omicrons,negative
omicronvariant,negative
omikron,negative
opponents,negative
oppose,negative
opposed,negative
opposing,negative
opposite,negative
opposition,negative
organ,negative
organs,negative
outbreak,negative
outbreaks,negative
overrun,negative
overweight,negative
overwhelm,negative
overwhelmed,negative
overwhelming,negative
owned,negative
owner,negative
owners,negative
owns,negative
paid,negative
pain,negative
painful,negative
pains,negative
palpitations,negative
pandemic,negative
pandemics,negative
panic,negative
panicking,negative
paranoid,negative
part,negative
partial,negative
partially,negative
particle,negative
particles,negative
partly,negative
parts,negative
partygate,negative
pass,negative
passed,negative
passes,negative
passing,negative
passport,negative
passports,negative
passsanitaire,negative
passvaccinal,negative
past,negative
patent,negative
patented,negative
patents,negative
pathetic,negative
pathogen,negative
patient,negative
patients,negative
pay,negative
paying,negative
payment,negative
pays,negative
peak,negative
peaked,negative
peddling,negative
pending,negative
pericarditis,negative
persuade,negative
persuaded,negative
petition,negative
pfizergate,negative
pharma,negative
pharmaceutical,negative
pharmaceuticals,negative
pharmas,negative
physical,negative
physically,negative
piece,negative
pig,negative
pigs,negative
piss,negative
pissed,negative
pity,negative
placebo,negative
plague,negative
plan,negative
play,negative
played,negative
player,negative
players,negative
playing,negative
plays,negative
plea,negative
pneumonia,negative
pointed,negative
pointing,negative
pointless,negative
poison,negative
police,negative
policies,negative
policy,negative
polio,negative
political,negative
politically,negative
politician,negative
politicians,negative
politics,negative
pollution,negative
poor,negative
poorer,negative
poorly,negative
positive,negative
positives,negative
positivity,negative
postpone,negative
postponed,negative
pouting,negative
poverty,negative
power,negative
powerful,negative
powers,negative
pox,negative
praise,negative
pray,negative
praying,negative
preaching,negative
precautions,negative
predict,negative
predictable,negative
predicted,negative
predictions,negative
pressure,negative
presumably,negative
presume,negative
pretend,negative
pretending,negative
prevalence,negative
prevalent,negative
price,negative
prices,negative
prick,negative
pricks,negative
primary,negative
prison,negative
privilege,negative
privileged,negative
probability,negative
probably,negative
problem,negative
problems,negative
probs,negative
professor,negative
profits,negative
prolong,negative
prolonging,negative
propaganda,negative
protest,negative
protesters,negative
protesting,negative
protestors,negative
protests,negative
pseudo,negative
pull,negative
pulled,negative
punish,negative
punished,negative
punishment,negative
push,negative
pushed,negative
pushers,negative
pushes,negative
pushing,negative
qanon,negative
qr,negative
quarantine,negative
question,negative
questionable,negative
questioned,negative
questioning,negative
questions,negative
queue,negative
queues,negative
queuing,negative
quit,negative
race,negative
racing,negative
racism,negative
racist,negative
rage,negative
raging,negative
rain,negative
rampant,negative
ran,negative
random,negative
rapies,negative
rash,negative
rat,negative
rats,negative
react,negative
reacted,negative
reacting,negative
reaction,negative
reactions,negative
reactive,negative
rebel,negative
rebellion,negative
refusal,negative
refuse,negative
refused,negative
refusers,negative
refuses,negative
refusing,negative
regard,negative
regarding,negative
regardless,negative
regime,negative
regret,negative
regulations,negative
regulator,negative
regulators,negative
regulatory,negative
reinfected,negative
reinfection,negative
reject,negative
rejected,negative
religion,negative
religious,negative
reluctant,negative
remain,negative
remained,negative
remaining,negative
remains,negative
remove,negative
removed,negative
removing,negative
replace,negative
replaced,negative
reset,negative
resign,negative
resist,negative
resistance,negative
resistant,negative
respiratory,negative
restrict,negative
restricted,negative
restricting,negative
restriction,negative
restrictions,negative
reveal,negative
revealed,negative
reveals,negative
reverse,negative
revolt,negative
richer,negative
rid,negative
riddled,negative
ridiculous,negative
rife,negative
rightwing,negative
riot,negative
riots,negative
rip,negative
risk,negative
riskbenefit,negative
risking,negative
risks,negative
risky,negative
rock,negative
rocket,negative
rotten,negative
rough,negative
roughly,negative
roulette,negative
routine,negative
routinely,negative
rubbish,negative
rubella,negative
rude,negative
ruin,negative
ruined,negative
ruining,negative
rule,negative
ruled,negative
rules,negative
ruling,negative
rumours,negative
run,negative
running,negative
runny,negative
runs,negative
rush,negative
rushed,negative
rushing,negative
sacked,negative
sacrifice,negative
sad,negative
sadly,negative
sanctions,negative
sandcastle,negative
sars,negative
sarscov,negative
saturation,negative
scam,negative
scamdemic,negative
scandal,negative
scandale,negative
scare,negative
scared,negative
scaremongering,negative
scares,negative
scaring,negative
scary,negative
scenario,negative
sceptic,negative
sceptical,negative
scepticism,negative
sceptics,negative
scream,negative
screaming,negative
screwed,negative
scum,negative
seasonal,negative
secondary,negative
secret,negative
segregation,negative
selective,negative
self,negative
selfish,negative
selfishness,negative
selfisolate,negative
sensible,negative
sensors,negative
separate,negative
sequencing,negative
serious,negative
seriously,negative
serynge,negative
severe,negative
severely,negative
severity,negative
shaking,negative
shambles,negative
shame,negative
shamed,negative
shameful,negative
shareholders,negative
sharp,negative
shedding,negative
sheep,negative
sheeple,negative
sheer,negative
shift,negative
shifts,negative
shingles,negative
shit,negative
shits,negative
shitty,negative
shivering,negative
shivers,negative
shock,negative
shocked,negative
shocking,negative
short,negative
shortage,negative
shortages,negative
shorter,negative
shortly,negative
shouldn't,negative
shout,negative
shouting,negative
shove,negative
shut,negative
shutdown,negative
shutdowns,negative
shutting,negative
sick,negative
sickness,negative
side,negative
sideeffect,negative
sideeffects,negative
sides,negative
sideways,negative
sigh,negative
sign,negative
silence,negative
silent,negative
silly,negative
sinister,negative
situation,negative
situations,negative
skeptical,negative
skepticalmutant,negative
skepticalprune,negative
skip,negative
sleep,negative
sleepers,negative
sleeping,negative
sleepy,negative
slept,negative
slip,negative
slippery,negative
slope,negative
small,negative
smaller,negative
smallpox,negative
smoke,negative
smokers,negative
smoking,negative
sneezing,negative
sniffle,negative
soars,negative
socalled,negative
socialist,negative
sold,negative
solihull,negative
sore,negative
sorry,negative
spend,negative
spending,negative
spent,negative
spike,negative
spikes,negative
spikevax,negative
spin,negative
split,negative
spread,negative
spreader,negative
spreaders,negative
spreading,negative
spreads,negative
squeeze,negative
stain,negative
stand,negative
steal,negative
stealing,negative
sterilising,negative
steroids,negative
stick,negative
sticker,negative
stomach,negative
stone,negative
stoned,negative
stop,negative
stopped,negative
stopping,negative
stops,negative
storm,negative
strain,negative
strains,negative
strange,negative
strangers,negative
strategies,negative
strategy,negative
stress,negative
stressed,negative
strict,negative
strictly,negative
strike,negative
stroke,negative
strokes,negative
struck,negative
struggle,negative
struggled,negative
struggling,negative
stuck,negative
stuff,negative
stupid,negative
stupidity,negative
suck,negative
sucks,negative
sudden,negative
suddenly,negative
sue,negative
