word,sentiment
brings,positive
bro,positive
broad,negative
broader,negative
broadly,negative
broke,negative
broken,negative
brother,positive
brothers,positive
brutal,negative
bubble,positive
bubbles,positive
bud,positive
buddy,positive
bug,negative
bugger,negative
build,positive
building,positive
built,positive
bull,negative
bullet,negative
bullshit,negative
bullying,negative
burden,negative
burn,negative
business,negative
businesses,negative
busy,negative
buy,positive
buying,positive
buys,positive
bye,negative
cake,positive
calculate,negative
calculated,negative
call,positive
called,positive
calling,positive
calls,positive
calm,positive
came,positive
campaign,positive
campaigns,positive
can’t,negative
cancel,negative
cancelled,negative
cancelling,negative
cancer,negative
cancers,negative
candidate,positive
cannabis,negative
cannot,negative
can't,negative
capable,positive
capacity,positive
capital,negative
capitalism,negative
card,negative
cardiac,negative
cardiologist,positive
cardiovascular,negative
cards,negative
care,positive
cared,positive
career,positive
careful,positive
carefully,positive
carer,positive
carers,positive
cares,positive
caring,positive
carpet,negative
carried,positive
carries,positive
carry,positive
carrying,positive
case,negative
cases,negative
catch,negative
catches,negative
catching,negative
categories,ambiguous
category,ambiguous
causation,negative
cause,negative
caused,negative
causes,negative
causing,negative
caution,negative
cautious,negative
celebrate,positive
celebrating,positive
celebrations,positive
cell,ambiguous
cells,ambiguous
cellular,ambiguous
censor,negative
censored,negative
censoring,negative
censorship,negative
center,positive
centers,positive
central,positive
centre,positive
centres,positive
ceo,negative
certain,positive
certainly,positive
certificate,positive
certificates,positive
certification,positive
chain,ambiguous
challenge,negative
challenged,negative
challenges,negative
challenging,negative
chance,positive
chances,positive
change,positive
changed,positive
changes,positive
changing,positive
chaos,negative
character,positive
charge,negative
charged,negative
charging,negative
chart,positive
charts,positive
chasing,negative
cheap,ambiguous
cheaper,positive
check,positive
checked,positive
checking,positive
cheek,negative
cheer,positive
cheers,positive
chemical,negative
chemicals,negative
chemist,negative
chemo,negative
cherry,positive
chest,negative
chief,negative
child,positive
childhood,positive
children,positive
childrens,positive
chill,negative
chills,negative
China,negative
chinese,negative
chip,negative
chips,negative
chocolate,positive
choice,positive
choices,positive
choose,positive
chooses,positive
choosing,positive
chose,positive
chosen,positive
circulating,negative
circulation,negative
circumstances,negative
citizen,positive
citizens,positive
civic,positive
civil,positive
claim,negative
claimed,negative
claiming,negative
claims,negative
clapping,positive
clarify,positive
clarity,positive
class,ambiguous
classed,ambiguous
classic,positive
clean,positive
cleaner,positive
clear,positive
cleared,positive
clearer,positive
clearly,positive
clever,positive
client,positive
clients,positive
climate,negative
clinic,positive
clinical,negative
clinically,negative
clinics,positive
clip,negative
clogging,negative
close,ambiguous
closed,negative
closely,positive
closer,positive
closest,positive
closing,negative
clot,negative
clots,negative
clotting,negative
clown,negative
clowns,negative
club,positive
clubs,positive
clue,positive
clueless,negative
coach,positive
cocktail,positive
code,negative
codes,negative
coerce,negative
coerced,negative
coercing,negative
coercion,negative
coffee,positive
cognitive,positive
cohort,positive
cohorts,positive
coincidence,negative
cold,negative
colds,negative
collapse,negative
collapsed,negative
collapsing,negative
colleague,positive
colleagues,positive
collect,positive
collection,positive
collective,positive
college,positive
colour,positive
combat,negative
combination,positive
combined,positive
combo,positive
come,positive
comes,positive
comfort,positive
comfortable,positive
coming,positive
comirnaty,ambiguous
common,positive
communist,negative
communities,positive
community,positive
comorbidities,negative
comparable,positive
compare,positive
compared,positive
compares,positive
comparing,positive
comparison,positive
comparisons,positive
compassion,positive
compelling,positive
compensation,positive
complain,negative
complaining,negative
complaint,negative
complete,positive
completed,positive
completely,positive
complex,negative
compliance,positive
compliant,positive
complicated,negative
complications,negative
complied,positive
comply,positive
complying,positive
compromised,negative
compulsory,negative
concept,positive
concern,negative
concerned,negative
concerning,negative
concerns,negative
conclude,positive
conclusion,positive
conclusions,positive
condition,ambiguous
conditions,ambiguous
conducted,positive
confidence,positive
confident,positive
confirm,positive
confirmation,positive
confirmed,positive
confirming,positive
confirms,positive
conflict,negative
confused,negative
confusing,negative
confusion,negative
congratulations,positive
connected,positive
connection,positive
conned,negative
conquer,positive
cons,negative
conscience,positive
conscious,positive
consensus,positive
consent,positive
consequence,negative
consequences,negative
consequentialbr,negative
conservative,negative
conservatives,negative
consider,positive
considerably,positive
consideration,positive
considered,positive
considering,positive
considers,positive
consistent,positive
consistently,positive
conspiracies,negative
conspiracy,negative
constant,ambiguous
constantly,ambiguous
consultant,negative
contact,ambiguous
contacted,positive
contacts,negative
contagious,negative
contain,positive
contained,positive
contains,positive
contaminations,negative
contaminer,negative
content,positive
contents,positive
context,positive
continually,positive
continue,positive
continued,positive
continuing,positive
continuous,positive
continuously,positive
contract,negative
contracted,negative
contracting,negative
contracts,negative
contrary,negative
contrast,negative
contribute,positive
contributed,positive
contributing,positive
contribution,positive
control,negative
controlled,negative
controlling,negative
controls,negative
controversial,negative
convenient,positive
conversation,positive
conversations,positive
convince,positive
convinced,positive
convincing,positive
cool,positive
cope,positive
core,positive
corona,negative
coronavirus,negative
coronaviruses,negative
corporate,negative
corporations,negative
correct,positive
correctly,positive
correlate,positive
correlation,positive
corrupt,negative
corruption,negative
cost,negative
costing,negative
costs,negative
cough,negative
coughing,negative
couldn't,negative
council,positive
councils,positive
count,positive
counted,positive
counter,negative
counting,negative
countless,negative
counts,positive
couple,positive
courage,positive
course,positive
courses,positive
court,positive
cov,negative
covax,ambiguous
covaxin,positive
cover,positive
coverage,positive
covered,positive
covering,positive
covers,positive
covid,negative
Covid-19,negative
covidiot,negative
covidiots,negative
covids,negative
crack,negative
crap,negative
crash,negative
crazy,negative
create,positive
created,positive
creates,positive
creating,positive
creation,positive
creator,positive
credibility,positive
credible,positive
credit,positive
crew,positive
crime,negative
crimes,negative
criminal,negative
criminals,negative
crisis,negative
criteria,negative
critical,negative
criticise,negative
criticised,negative
criticism,negative
cross,negative
crossed,negative
crossing,negative
crowd,negative
crowded,negative
crowds,negative
crucial,positive
cry,negative
crying,negative
crypto,negative
cult,negative
culture,positive
cunt,negative
cunts,negative
cure,positive
curfew,negative
curious,positive
curve,negative
customer,positive
customers,positive
cut,negative
cute,positive
cuts,negative
cutting,negative
cycle,ambiguous
dad,positive
dads,positive
damage,negative
damaged,negative
damages,negative
damaging,negative
damn,negative
dance,positive
dancing,positive
danger,negative
dangerous,negative
dangers,negative
dare,ambiguous
dark,negative
data,positive
database,positive
daughter,positive
daughters,positive
dead,negative
deadly,negative
deal,positive
dealing,positive
deals,positive
dealt,positive
dear,positive
death,negative
deaths,negative
debate,positive
debating,positive
debunked,positive
decent,positive
decide,positive
decided,positive
decides,positive
deciding,positive
decision,positive
decisions,positive
declaration,ambiguous
declare,negative
declared,negative
declaring,negative
decline,positive
declined,positive
declining,positive
decrease,positive
decreases,positive
decreasing,positive
dedicated,positive
deemed,negative
deep,negative
deeper,negative
deeply,negative
default,negative
defeat,negative
defence,negative
defend,positive
defending,positive
defense,positive
define,positive
definitely,ambiguous
definition,positive
degree,positive
degrees,positive
delay,negative
delayed,negative
delaying,negative
delays,negative
delete,negative
deleted,negative
deliberate,negative
deliberately,negative
delighted,positive
deliver,positive
delivered,positive
deliveries,positive
delivering,positive
delivery,positive
delta,negative
deluded,negative
delusional,negative
demand,positive
demanding,positive
demands,positive
democracy,positive
democratic,positive
democrats,positive
demonising,negative
demonstrate,positive
demonstrated,positive
demonstrating,positive
denial,negative
denied,negative
denier,negative
deniers,negative
deny,negative
denying,negative
depend,negative
dependent,negative
depending,negative
depends,negative
deployed,positive
depopulation,negative
depressing,negative
depression,negative
describe,positive
described,positive
description,positive
deserve,negative
deserves,negative
design,positive
designed,positive
desperate,negative
desperately,negative
desperation,negative
despite,negative
destroy,negative
destroyed,negative
destroying,negative
destroys,negative
destruction,negative
detail,positive
detailed,positive
details,positive
detected,positive
detecting,positive
determine,positive
determined,positive
devastating,negative
develop,ambiguous
developed,ambiguous
developing,ambiguous
development,positive
diabetes,negative
diagnosed,negative
diagnosis,negative
dick,negative
didn't,negative
die,negative
died,negative
dies,negative
diet,negative
differ,negative
difference,negative
differences,negative
different,negative
differently,negative
difficult,negative
diphtheria,negative
direct,positive
direction,positive
directly,positive
dirty,negative
disabilities,negative
disability,negative
disabled,negative
disagree,negative
disappear,negative
disappeared,negative
disappointed,negative
disappointing,negative
disaster,negative
discover,positive
discovered,positive
discriminate,negative
discrimination,negative
discriminatory,negative
discuss,negative
discussed,negative
discussing,negative
discussion,negative
discussions,negative
disease,negative
diseases,negative
disgrace,negative
disgraceful,negative
disgusting,negative
disinformation,negative
disingenuous,negative
dismissed,negative
disorders,negative
disruption,negative
distance,positive
distancing,positive
distracted,negative
distribute,positive
distributed,positive
distribution,positive
distrust,negative
diversity,positive
divide,negative
divided,negative
division,negative
divisive,negative
dizzy,negative
dna,ambiguous
doc,positive
docs,positive
doctor,positive
doctors,positive
document,positive
documented,positive
documents,positive
dodgy,negative
doesn’t,negative
dog,negative
dogs,negative
domestic,positive
dominant,negative
don’t,negative
donate,positive
donated,positive
donating,positive
donation,positive
donations,positive
done,positive
doom,negative
dosage,positive
dose,positive
dosed,positive
doses,positive
dosis,positive
double,positive
doubled,positive
doubles,positive
doubling,positive
doubt,negative
downs,negative
dozens,positive
draconian,negative
drama,negative
dramatic,negative
dramatically,negative
draw,positive
drawn,positive
dreadful,negative
dream,positive
dreams,positive
drive,positive
driven,positive
driver,positive
drivers,positive
driving,positive
drop,negative
dropin,negative
dropped,negative
dropping,negative
drops,negative
drug,positive
drugs,positive
drunk,negative
dude,negative
dumb,negative
duration,ambiguous
dying,negative
ear,positive
earning,positive
ears,positive
earth,positive
ease,positive
easier,positive
easily,positive
easy,positive
eat,positive
eating,positive
ebola,negative
economic,negative
economy,negative
edge,negative
educate,positive
educated,positive
education,positive
effect,negative
effective,positive
effectively,positive
effectiveness,positive
effects,negative
efficacy,positive
efficiency,positive
efficient,positive
effort,positive
efforts,positive
ego,negative
elderly,negative
eldest,negative
elected,positive
election,positive
elections,positive
eligibility,positive
eligible,positive
eliminate,negative
eliminated,negative
elite,negative
elites,negative
embarrassing,negative
emerge,ambiguous
emergence,ambiguous
emergency,negative
emerging,ambiguous
emotional,negative
emotionally,negative
empathy,positive
employees,positive
employer,positive
employers,positive
employment,positive
empty,negative
enable,positive
encounter,ambiguous
encourage,positive
encouraged,positive
encourages,positive
encouraging,positive
end,negative
ended,negative
endemic,negative
ending,negative
endless,negative
ends,negative
enemy,negative
energy,positive
enforce,positive
enforced,positive
enforcing,positive
engage,positive
engineer,positive
enjoy,positive
enjoyed,positive
enjoying,positive
enormous,negative
enough,negative
ensure,positive
ensuring,positive
enter,positive
entered,positive
entering,positive
entire,positive
entirely,positive
entourage,positive
entrance,positive
entreprise,positive
entry,positive
environment,positive
epidemic,negative
epidemiologists,positive
epidemiology,positive
episode,ambiguous
equal,positive
equally,positive
equipment,positive
equity,positive
equivalent,ambiguous
era,ambiguous
eradicate,positive
eradicated,positive
error,negative
escape,negative
essential,positive
essentially,positive
established,positive
establishment,negative
estimate,positive
estimated,positive
estimates,positive
ethical,positive
ethics,positive
EU,ambiguous
eugenics,negative
evade,negative
evades,negative
evading,negative
event,positive
events,ambiguous
eventually,ambiguous
ever,negative
everybody,positive
everyday,positive
everyones,positive
everytime,positive
everywhere,positive
evidence,ambiguous
evil,negative
evolution,ambiguous
evolve,ambiguous
ex,negative
exact,positive
exactly,positive
examine,positive
example,positive
examples,positive
excellent,positive
except,negative
exception,negative
exceptions,negative
excess,negative
exchange,positive
excited,positive
excluded,negative
excuse,negative
excuses,negative
executive,positive
exemple,positive
exempt,positive
exemption,positive
exemptions,positive
exercise,positive
exhausted,negative
exhausting,negative
exist,positive
existed,positive
existence,positive
existing,positive
exists,positive
exit,ambiguous
expect,positive
expected,positive
experience,positive
experienced,positive
experiences,positive
experiencing,positive
experiment,negative
experimental,negative
expertise,positive
experts,positive
explain,positive
extend,positive
extended,positive
extending,positive
extent,positive
extra,positive
extraordinary,positive
extreme,negative
extremely,negative
fab,positive
fabulous,positive
faced,negative
faces,negative
facilities,positive
facility,positive
facing,negative
fact,positive
factor,negative
factories,positive
factors,negative
factory,positive
facts,positive
factual,positive
fades,negative
failed,negative
failing,negative
fails,negative
failure,negative
failures,negative
fair,positive
fairly,positive
faith,positive
fake,negative
fall,negative
fallen,negative
falling,negative
falls,negative
false,negative
familiar,positive
families,positive
family,positive
famous,positive
fan,positive
fancy,positive
fans,positive
fantastic,positive
far,negative
fascinating,positive
fascism,negative
fascist,negative
fascists,negative
fat,negative
fatal,negative
fatalities,negative
fatality,negative
father,positive
fatigue,negative
fauci,ambiguous
fault,negative
favour,positive
favourite,positive
fda,positive
fear,negative
fears,negative
featuring,positive
federal,ambiguous
fee,negative
feed,positive
feedback,positive
feeding,positive
feel,ambiguous
feeling,ambiguous
feelings,ambiguous
feels,ambiguous
fella,positive
fellow,positive
felt,ambiguous
fertility,positive
festive,positive
fever,negative
feverish,negative
fewer,negative
fight,negative
fighting,negative
fights,negative
figure,negative
figured,negative
figures,negative
filter,negative
filters,negative
filtration,negative
final,positive
finally,positive
finance,negative
financial,negative
financially,negative
find,positive
finding,positive
findings,positive
finds,positive
fine,ambiguous
fined,negative
fines,negative
finish,positive
finished,positive
fire,negative
fired,negative
first,positive
firstly,positive
fitness,positive
fits,positive
fixed,positive
flash,negative
flatten,positive
flawed,negative
flexed,positive
flu,negative
fluids,negative
fly,ambiguous
flying,ambiguous
focus,positive
focused,positive
focusing,positive
foil,negative
fold,negative
folded,negative
folk,positive
folks,positive
follow,positive
followed,positive
followers,positive
following,positive
follows,positive
food,positive
fool,negative
fools,negative
force,negative
forced,negative
forces,negative
forcing,negative
forever,positive
forget,negative
forgetting,negative
forgive,positive
forgot,negative
forgotten,negative
form,negative
former,negative
forms,negative
fortunate,positive
fortunately,positive
forward,negative
fought,negative
found,positive
foundation,positive
fraction,negative
fragile,negative
frame,positive
frankly,positive
fraud,negative
free,positive
freedom,positive
freedoms,positive
freely,positive
freezing,negative
frequent,negative
frequently,negative
fresh,positive
friend,positive
friendly,positive
friends,positive
frightened,negative
frightening,negative
front,negative
frontline,negative
frost,negative
frustrated,negative
frustrating,negative
frustration,negative
fuck,negative
fuckin,negative
fucking,negative
fucks,negative
fuel,positive
fuelled,positive
full,positive
fully,positive
fun,positive
fund,positive
fundamental,positive
fundamentally,positive
funded,positive
funding,positive
funds,positive
funeral,negative
funny,positive
furious,negative
future,positive
gain,positive
gained,positive
gamble,negative
game,negative
games,negative
gang,negative
gap,negative
garbage,negative
gas,negative
gates,negative
gather,positive
gathering,positive
gatherings,positive
gene,negative
genes,negative
genetherapy,negative
genetic,negative
genius,positive
genocide,negative
genome,negative
genuine,positive
genuinely,positive
getvaccinated,positive
getvaxed,positive
getvaxxed,positive
gifts,positive
give,ambiguous
given,ambiguous
gives,ambiguous
giving,ambiguous
glad,positive
global,negative
globalist,negative
globally,negative
globe,positive
goals,positive
gold,positive
gone,ambiguous
good,positive
goodness,positive
gorgeous,positive
goverment,negative
government,negative
governments,negative
govs,negative
govts,negative
gps,negative
grab,ambiguous
grade,positive
grandparents,positive
granted,positive
graph,positive
graphene,negative
graphic,positive
graphs,positive
grasp,ambiguous
grateful,positive
graves,negative
great,positive
greater,positive
greatest,positive
greatly,positive
greed,negative
grew,positive
grifters,negative
grim,negative
grinning,positive
ground,positive
grounds,positive
grow,positive
growing,positive
grown,positive
growth,positive
guarantee,positive
guaranteed,positive
guard,positive
guests,positive
guidance,positive
guide,positive
guidelines,positive
guilty,negative
guinea,negative
gun,negative
gut,negative
gutted,negative
guy,positive
guys,positive
gvt,negative
half,negative
halt,negative
hand,positive
handed,positive
handful,positive
handle,positive
handling,positive
hands,positive
hang,negative
hanging,negative
hangover,negative
happen,ambiguous
happened,ambiguous
happening,ambiguous
happens,ambiguous
happily,positive
happy,positive
hard,negative
harder,negative
hardly,negative
harm,negative
harmed,negative
harmful,negative
harmless,negative
harms,negative
hasn't,negative
hate,negative
hatred,negative
haven't,negative
headache,negative
headaches,negative
headed,positive
heading,positive
headline,ambiguous
headlines,ambiguous
healing,positive
health,positive
healthcare,positive
healthier,positive
healthy,positive
heart,positive
hearts,positive
heavily,negative
heavy,negative
heck,negative
hell,negative
hello,positive
help,positive
helped,positive
helpful,positive
helpine,positive
helping,positive
helpline,positive
helps,positive
hepatitis,negative
herd,negative
hero,positive
heroes,positive
hesitant,negative
hidden,negative
hide,negative
hiding,negative
high,ambiguous
higher,ambiguous
highest,ambiguous
highlight,positive
highlighted,positive
highlighting,positive
highlights,positive
highly,negative
highrisk,negative
hilarious,ambiguous
hint,positive
hit,negative
hitler,negative
hits,negative
hitting,negative
hiv,negative
hoax,negative
hold,positive
holding,positive
holds,positive
hole,negative
holes,negative
holiday,positive
holidays,positive
holocaust,negative
holy,positive
home,positive
homeless,negative
homes,positive
honest,positive
honestly,positive
honour,positive
hope,positive
hoped,positive
hopeful,positive
hopefully,positive
hopes,positive
hoping,positive
horrendous,negative
horrible,negative
horrific,negative
horror,negative
hosp,positive
hospital,positive
hospitalisation,negative
hospitalisations,negative
hospitalised,negative
hospitalization,negative
hospitalizations,negative
hospitalized,negative
hospitals,positive
host,positive
hosts,positive
hot,ambiguous
hotel,negative
house,positive
housebound,negative
household,negative
houses,positive
human,positive
humanity,positive
humans,positive
hunger,negative
hungry,negative
hunt,negative
hurt,negative
hurting,negative
hurts,negative
husband,positive
hydroxychloroquine,ambiguous
hygiene,positive
hypocrisy,negative
hypocrite,negative
hysteria,negative
ibuprofen,positive
ice,negative
idea,positive
ideal,positive
ideas,positive
identified,positive
identify,positive
identity,positive
ideology,negative
idiocy,negative
idiot,negative
idiotic,negative
idiots,negative
ignorance,negative
ignorant,negative
ignore,negative
ignored,negative
ignoring,negative
ill,negative
illegal,negative
illicit,negative
illicitly,negative
illness,negative
illnesses,negative
imagine,positive
immoral,negative
immune,positive
immunisation,positive
immunity,positive
immunized,positive
immunocompromised,negative
immunological,positive
immunologist,positive
immunology,positive
immunosuppressed,negative
impact,negative
impacted,negative
impacts,negative
imperial,negative
implant,negative
implants,negative
implement,positive
implemented,positive
implementing,positive
implications,negative
implies,negative
imply,negative
implying,negative
importance,ambiguous
important,ambiguous
importantly,ambiguous
impose,negative
imposed,negative
imposing,negative
impossible,negative
impressed,positive
impression,positive
impressive,positive
improve,positive
improved,positive
improvement,positive
improves,positive
improving,positive
inaccurate,negative
inactivated,negative
inadequate,negative
incentive,positive
incentives,positive
incidence,negative
incident,negative
include,positive
included,positive
includes,positive
including,positive
incompetence,negative
incompetent,negative
inconvenience,negative
incorrect,negative
increase,ambiguous
increased,ambiguous
increases,ambiguous
increasing,ambiguous
increasingly,ambiguous
incredible,ambiguous
incredibly,ambiguous
independent,positive
industries,negative
industry,negative
ineffective,negative
inequality,negative
inequity,negative
inevitable,negative
inevitably,negative
infect,negative
infected,negative
infecting,negative
infection,negative
infections,negative
infectiontransmission,negative
infectious,negative
infects,negative
inflammation,negative
influence,negative
influenced,negative
influenza,negative
info,positive
inform,positive
information,positive
informed,positive
inject,positive
injected,positive
injecting,positive
injection,positive
injections,positive
injured,negative
injuries,negative
injury,negative
innate,positive
innovation,positive
inoculated,negative
inoculations,negative
inquiry,negative
insane,negative
insanity,negative
insist,negative
insomnia,negative
inspiration,positive
instinct,positive
institute,positive
institutions,positive
instructions,positive
insulin,negative
insult,negative
insurance,positive
integrity,positive
intelligence,positive
intelligent,positive
intended,negative
intense,negative
intensive,negative
intention,negative
intentionally,negative
interact,positive
interaction,positive
interest,positive
interested,positive
interesting,positive
interestingly,positive
interests,positive
interpret,negative
interpretation,negative
intervention,negative
interventions,negative
intramuscular,negative
introduce,positive
introduced,positive
introducing,positive
introduction,positive
invent,positive
invented,positive
inventor,positive
invest,positive
invested,positive
investigate,negative
investigation,negative
investing,negative
investment,positive
investors,positive
invincible,positive
involving,ambiguous
ironic,negative
ironically,negative
irrelevant,negative
irrespective,negative
irresponsible,negative
isn't,negative
isolate,negative
isolated,negative
isolating,negative
isolation,negative
issue,negative
issued,negative
issues,negative
ivermectin,ambiguous
jab,positive
jabbed,positive
jabbers,positive
jabbing,positive
jabby,positive
jabs,positive
jail,negative
janssen,ambiguous
job,positive
jobs,positive
join,positive
joined,positive
joining,positive
joint,positive
joints,positive
joke,ambiguous
joking,ambiguous
journal,positive
journalist,positive
journalists,positive
joy,positive
judge,negative
judgement,negative
judging,negative
junkies,negative
justice,positive
justification,negative
justified,negative
justify,negative
keen,positive
keep,negative
keeping,negative
keeps,negative
kept,negative
key,positive
kick,negative
kicked,negative
kicking,negative
kickout,negative
kicks,negative
kid,positive
kidney,negative
kids,positive
kill,negative
killed,negative
killer,negative
killers,negative
killing,negative
kills,negative
kind,positive
kindly,positive
kindness,positive
kinds,positive
king,positive
kings,positive
knock,negative
knocked,negative
knocking,negative
knowledge,positive
known,positive
knows,positive
ko,negative
lab,ambiguous
laboratory,ambiguous
labos,ambiguous
labs,ambiguous
lack,negative
lad,positive
lads,positive
lady,positive
lag,negative
lancet,positive
large,positive
largely,positive
larger,positive
largest,positive
lasted,negative
lasting,positive
lasts,positive
late,negative
lately,negative
later,negative
lateral,negative
latest,negative
latter,negative
laugh,positive
laughable,negative
laughing,negative
law,negative
laws,negative
lazy,negative
lead,positive
leader,positive
leaders,positive
leadership,positive
leading,positive
leads,positive
